"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
"3185",10839,10,12,1985,24,"DO","F",34,49,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"3186",18327,2,16,1991,24,"DO","M",36,53,"Dipodomys","ordii","Rodent","Rodent Exclosure"
"3187",12655,4,25,1987,24,"SS",NA,NA,NA,"Spermophilus","spilosoma","Rodent","Rodent Exclosure"
"3188",10853,10,12,1985,24,"OL","M",20,29,"Onychomys","leucogaster","Rodent","Rodent Exclosure"
"3189",5008,11,22,1981,24,"RM","F",17,11,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"3190",6075,6,29,1982,24,"RM","M",NA,10,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"3191",7504,3,14,1983,24,"RM","F",15,7,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"3192",8989,4,9,1984,24,"RM","F",16,14,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"3193",13672,11,21,1987,24,"RM","M",16,9,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"3194",14367,4,17,1988,24,"RM","F",16,17,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"3195",15690,3,12,1989,24,"RM","M",17,11,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"3196",16259,7,3,1989,24,"RM","M",NA,9,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"3197",17385,4,24,1990,24,"RM","M",17,9,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"3198",18443,3,13,1991,24,"RM","F",17,11,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"3199",19273,11,14,1991,24,"RM","M",17,13,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"3200",19415,12,7,1991,24,"RM","F",17,9,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"3201",19805,3,7,1992,24,"RM","F",17,8,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"3202",20585,1,24,1993,24,"RM","M",16,12,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"3203",21405,2,21,1994,24,"RM","M",14,11,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"3204",22106,3,4,1995,24,"RM","M",NA,12,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"3205",23006,12,2,1995,24,"RM","F",18,14,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"3206",23897,5,23,1996,24,"RM","M",18,11,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"3207",26830,9,27,1997,24,"RM","M",15,11,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"3208",30800,6,3,2000,24,"RM","M",17,10,"Reithrodontomys","megalotis","Rodent","Rodent Exclosure"
"3209",5528,3,29,1982,24,"PM","M",18,18,"Peromyscus","maniculatus","Rodent","Rodent Exclosure"
"3210",6402,8,15,1982,24,"PM","M",20,25,"Peromyscus","maniculatus","Rodent","Rodent Exclosure"
"3211",8081,7,16,1983,24,"PM","M",21,24,"Peromyscus","maniculatus","Rodent","Rodent Exclosure"
"3212",12851,5,28,1987,24,"PM","M",20,24,"Peromyscus","maniculatus","Rodent","Rodent Exclosure"
"3213",24689,11,16,1996,24,"PM","M",20,25,"Peromyscus","maniculatus","Rodent","Rodent Exclosure"
"3214",25533,4,12,1997,24,"PM","F",21,32,"Peromyscus","maniculatus","Rodent","Rodent Exclosure"
"3215",26797,9,27,1997,24,"PM","M",20,23,"Peromyscus","maniculatus","Rodent","Rodent Exclosure"
"3216",27318,12,28,1997,24,"PM","F",21,24,"Peromyscus","maniculatus","Rodent","Rodent Exclosure"
"3217",28733,10,24,1998,24,"PM","M",21,11,"Peromyscus","maniculatus","Rodent","Rodent Exclosure"
"3218",7020,11,21,1982,24,"AH",NA,NA,NA,"Ammospermophilus","harrisi","Rodent","Rodent Exclosure"
"3219",20274,8,29,1992,24,"AH",NA,NA,NA,"Ammospermophilus","harrisi","Rodent","Rodent Exclosure"
"3220",35478,12,29,2002,24,"AH",NA,NA,NA,"Ammospermophilus","harrisi","Rodent","Rodent Exclosure"
"3221",10975,11,16,1985,24,"AB",NA,NA,NA,"Amphispiza","bilineata","Bird","Rodent Exclosure"
"3222",19096,10,10,1991,24,"AB",NA,NA,NA,"Amphispiza","bilineata","Bird","Rodent Exclosure"
"3223",20433,10,18,1992,24,"SO","M",21,44,"Sigmodon","ochrognathus","Rodent","Rodent Exclosure"
"3224",35069,11,9,2002,24,"PB","F",25,30,"Chaetodipus","baileyi","Rodent","Rodent Exclosure"
"3225",26350,7,9,1997,24,"PL","F",21,16,"Peromyscus","leucopus","Rodent","Rodent Exclosure"
"3226",3997,3,9,1981,1,"NL","M",34,177,"Neotoma","albigula","Rodent","Spectab exclosure"
"3227",8378,9,11,1983,1,"NL","M",34,205,"Neotoma","albigula","Rodent","Spectab exclosure"
"3228",12795,5,28,1987,1,"NL","F",32,169,"Neotoma","albigula","Rodent","Spectab exclosure"
"3229",14543,6,11,1988,1,"NL","M",33,174,"Neotoma","albigula","Rodent","Spectab exclosure"
"3230",17146,2,24,1990,1,"NL","M",25,48,"Neotoma","albigula","Rodent","Spectab exclosure"
"3231",32161,6,25,2001,1,"NL","F",28,159,"Neotoma","albigula","Rodent","Spectab exclosure"
"3232",8,7,16,1977,1,"DM","M",37,NA,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3233",454,12,10,1977,1,"DM","F",36,38,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3234",913,5,19,1978,1,"DM","M",37,42,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3235",1402,11,4,1978,1,"DM","F",36,39,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3236",1820,5,30,1979,1,"DM","M",32,19,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3237",2389,1,16,1980,1,"DM","F",36,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3238",2705,3,9,1980,1,"DM","F",NA,46,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3239",3226,8,14,1980,1,"DM","F",36,53,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3240",3957,3,9,1981,1,"DM","F",36,45,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3241",4166,4,5,1981,1,"DM","F",NA,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3242",5504,2,24,1982,1,"DM","M",35,41,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3243",6029,6,28,1982,1,"DM","M",37,42,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3244",6484,8,16,1982,1,"DM","F",35,34,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3245",7096,11,22,1982,1,"DM","F",36,41,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3246",7295,1,13,1983,1,"DM","M",36,44,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3247",7608,3,15,1983,1,"DM","F",35,42,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3248",7794,4,17,1983,1,"DM","F",37,42,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3249",8239,8,16,1983,1,"DM","F",34,38,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3250",8402,9,11,1983,1,"DM","F",36,39,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3251",8667,11,13,1983,1,"DM","F",35,33,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3252",8953,3,13,1984,1,"DM","M",36,46,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3253",9129,5,13,1984,1,"DM","F",34,38,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3254",9496,8,26,1984,1,"DM","F",35,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3255",9692,10,21,1984,1,"DM","M",35,33,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3256",9893,1,20,1985,1,"DM","F",37,30,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3257",10020,2,17,1985,1,"DM","F",36,34,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3258",10288,4,21,1985,1,"DM","M",33,40,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3259",10323,4,21,1985,1,"DM","M",37,46,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3260",10622,7,24,1985,1,"DM","M",36,40,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3261",11061,11,17,1985,1,"DM","F",38,44,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3262",11330,3,9,1986,1,"DM","M",36,45,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3263",11617,6,5,1986,1,"DM","F",35,32,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3264",11925,10,5,1986,1,"DM","F",37,53,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3265",12055,11,16,1986,1,"DM","M",37,53,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3266",12279,2,1,1987,1,"DM","M",35,44,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3267",12671,4,26,1987,1,"DM","M",37,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3268",13009,7,1,1987,1,"DM","M",35,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3269",13295,8,26,1987,1,"DM","M",36,46,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3270",13480,9,27,1987,1,"DM","M",37,53,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3271",13767,11,22,1987,1,"DM","M",36,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3272",14050,2,21,1988,1,"DM","M",36,44,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3273",14455,5,14,1988,1,"DM","M",37,45,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3274",14765,8,9,1988,1,"DM","M",37,40,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3275",14962,10,8,1988,1,"DM","M",36,49,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3276",15313,1,10,1989,1,"DM","M",35,41,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3277",15727,3,12,1989,1,"DM","M",37,48,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3278",16565,10,8,1989,1,"DM","M",37,48,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3279",17121,2,24,1990,1,"DM","M",37,44,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3280",17492,5,23,1990,1,"DM","F",36,48,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3281",17823,9,22,1990,1,"DM",NA,NA,NA,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3282",18076,12,15,1990,1,"DM","M",37,47,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3283",18370,2,16,1991,1,"DM","M",37,46,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3284",18825,7,12,1991,1,"DM","M",35,51,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3285",19564,1,8,1992,1,"DM","M",37,50,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3286",20016,5,30,1992,1,"DM","M",36,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3287",20701,3,17,1993,1,"DM","M",34,44,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3288",21210,11,13,1993,1,"DM","F",NA,40,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3289",21504,4,10,1994,1,"DM","F",NA,44,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3290",21716,8,17,1994,1,"DM","F",35,41,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3291",21904,11,1,1994,1,"DM","F",37,43,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3292",22005,1,11,1995,1,"DM","M",37,49,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3293",22126,3,4,1995,1,"DM","M",37,48,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3294",22554,8,26,1995,1,"DM","F",36,42,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3295",23222,1,27,1996,1,"DM","M",34,27,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3296",24548,10,12,1996,1,"DM","M",37,40,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3297",25231,3,15,1997,1,"DM","M",37,50,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3298",26794,9,27,1997,1,"DM","F",35,45,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3299",27590,3,1,1998,1,"DM","F",37,NA,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3300",28165,7,18,1998,1,"DM",NA,35,29,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3301",29025,1,16,1999,1,"DM","F",35,52,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3302",29302,3,14,1999,1,"DM","F",36,46,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3303",29697,6,12,1999,1,"DM","F",37,44,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3304",31101,7,22,2000,1,"DM","M",36,39,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3305",31621,12,22,2000,1,"DM","M",37,41,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3306",32589,9,22,2001,1,"DM","M",36,42,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3307",33742,4,16,2002,1,"DM","M",37,48,"Dipodomys","merriami","Rodent","Spectab exclosure"
"3308",78,8,19,1977,1,"PF","M",16,9,"Perognathus","flavus","Rodent","Spectab exclosure"
"3309",6489,8,16,1982,1,"PF","M",16,7,"Perognathus","flavus","Rodent","Spectab exclosure"
"3310",22121,3,4,1995,1,"PF","M",16,7,"Perognathus","flavus","Rodent","Spectab exclosure"
"3311",24220,7,20,1996,1,"PF","F",15,7,"Perognathus","flavus","Rodent","Spectab exclosure"
"3312",15031,11,5,1988,1,"PE","F",20,12,"Peromyscus","eremicus","Rodent","Spectab exclosure"
"3313",22909,10,28,1995,1,"PE","F",17,17,"Peromyscus","eremicus","Rodent","Spectab exclosure"
"3314",558,1,9,1978,1,"DS","F",49,135,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3315",922,5,19,1978,1,"DS","M",50,100,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3316",1093,7,8,1978,1,"DS","M",51,101,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3317",1188,8,5,1978,1,"DS","M",51,70,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3318",1404,11,4,1978,1,"DS","F",47,125,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3319",1836,5,30,1979,1,"DS","M",51,140,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3320",2561,3,9,1980,1,"DS","M",NA,145,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3321",3004,5,24,1980,1,"DS",NA,NA,135,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3322",3357,10,11,1980,1,"DS","M",52,150,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3323",3884,2,1,1981,1,"DS","M",53,153,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3324",4112,4,5,1981,1,"DS","M",NA,147,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3325",4619,7,7,1981,1,"DS","M",52,144,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3326",5624,3,30,1982,1,"DS","F",46,90,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3327",6174,7,25,1982,1,"DS","M",NA,147,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3328",7045,11,22,1982,1,"DS","M",51,155,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3329",7720,4,17,1983,1,"DS","M",52,101,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3330",7904,5,15,1983,1,"DS","F",49,125,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3331",8131,7,17,1983,1,"DS","F",50,117,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3332",8787,12,9,1983,1,"DS","F",52,101,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3333",10358,4,21,1985,1,"DS","F",50,120,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3334",10602,7,24,1985,1,"DS","F",53,113,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3335",10831,9,22,1985,1,"DS","M",53,152,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3336",11332,3,9,1986,1,"DS","F",51,134,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3337",11607,6,5,1986,1,"DS","M",51,152,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3338",12041,11,16,1986,1,"DS","M",50,135,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3339",12448,3,2,1987,1,"DS","F",49,129,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3340",12879,5,28,1987,1,"DS","F",48,125,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3341",13335,8,26,1987,1,"DS","F",47,115,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3342",14465,5,14,1988,1,"DS","F",50,116,"Dipodomys","spectabilis","Rodent","Spectab exclosure"
"3343",2942,5,17,1980,1,"PP","M",20,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3344",4513,6,4,1981,1,"PP","F",21,10,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3345",5597,3,30,1982,1,"PP","M",22,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3346",17829,9,22,1990,1,"PP","F",NA,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3347",19941,5,2,1992,1,"PP","M",22,13,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3348",22246,4,29,1995,1,"PP","F",NA,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3349",22556,8,26,1995,1,"PP",NA,NA,NA,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3350",22876,10,28,1995,1,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3351",24190,7,20,1996,1,"PP","M",23,10,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3352",25458,4,12,1997,1,"PP","F",22,21,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3353",25996,6,9,1997,1,"PP","F",22,21,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3354",26639,7,29,1997,1,"PP","F",21,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3355",28196,7,18,1998,1,"PP","F",22,25,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3356",28547,9,20,1998,1,"PP","M",23,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3357",29945,11,6,1999,1,"PP","M",23,12,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3358",30166,1,8,2000,1,"PP","M",23,19,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3359",30584,4,30,2000,1,"PP","F",22,23,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3360",30899,7,1,2000,1,"PP","M",22,15,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3361",31096,7,22,2000,1,"PP","M",22,13,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3362",31198,8,25,2000,1,"PP","M",23,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3363",32035,5,26,2001,1,"PP","F",22,21,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3364",32365,8,25,2001,1,"PP","F",22,20,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3365",32810,10,13,2001,1,"PP","M",23,17,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3366",33937,5,15,2002,1,"PP","M",21,15,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3367",34187,6,15,2002,1,"PP","F",22,23,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3368",34671,9,8,2002,1,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3369",34769,10,5,2002,1,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3370",35393,12,29,2002,1,"PP","F",23,19,"Chaetodipus","penicillatus","Rodent","Spectab exclosure"
"3371",3956,3,9,1981,1,"OT","M",NA,25,"Onychomys","torridus","Rodent","Spectab exclosure"
"3372",6576,9,18,1982,1,"OT","M",20,27,"Onychomys","torridus","Rodent","Spectab exclosure"
"3373",9189,5,13,1984,1,"OT","F",21,33,"Onychomys","torridus","Rodent","Spectab exclosure"
"3374",16571,10,8,1989,1,"OT","M",20,14,"Onychomys","torridus","Rodent","Spectab exclosure"
"3375",19233,11,13,1991,1,"OT","F",21,24,"Onychomys","torridus","Rodent","Spectab exclosure"
"3376",23262,1,27,1996,1,"OT","M",21,25,"Onychomys","torridus","Rodent","Spectab exclosure"
"3377",24716,11,16,1996,1,"OT","M",21,28,"Onychomys","torridus","Rodent","Spectab exclosure"
"3378",25787,5,10,1997,1,"OT","F",20,20,"Onychomys","torridus","Rodent","Spectab exclosure"
"3379",26831,9,27,1997,1,"OT","M",22,21,"Onychomys","torridus","Rodent","Spectab exclosure"
"3380",27719,3,29,1998,1,"OT","F",21,30,"Onychomys","torridus","Rodent","Spectab exclosure"
"3381",29943,11,6,1999,1,"OT","F",22,32,"Onychomys","torridus","Rodent","Spectab exclosure"
"3382",33403,2,9,2002,1,"OT","M",20,26,"Onychomys","torridus","Rodent","Spectab exclosure"
"3383",378,11,12,1977,1,"DO","M",33,48,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3384",3582,12,15,1980,1,"DO","F",36,66,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3385",4023,4,5,1981,1,"DO","F",39,47,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3386",4521,6,4,1981,1,"DO","M",35,25,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3387",5060,11,23,1981,1,"DO","F",37,70,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3388",5647,3,30,1982,1,"DO","M",36,55,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3389",6683,10,23,1982,1,"DO","F",35,59,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3390",7107,11,22,1982,1,"DO","M",36,50,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3391",7371,2,27,1983,1,"DO","M",35,54,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3392",8015,6,18,1983,1,"DO","F",36,47,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3393",8767,12,9,1983,1,"DO","F",35,49,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3394",9866,1,20,1985,1,"DO","M",36,48,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3395",10129,3,17,1985,1,"DO","M",38,37,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3396",10489,6,16,1985,1,"DO","M",37,44,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3397",13958,1,24,1988,1,"DO","M",37,44,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3398",15359,1,10,1989,1,"DO","M",35,57,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3399",15550,2,4,1989,1,"DO","M",36,49,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3400",16339,7,29,1989,1,"DO","F",36,50,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3401",16655,11,4,1989,1,"DO","F",36,52,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3402",17270,3,29,1990,1,"DO","M",36,46,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3403",17669,7,21,1990,1,"DO","M",36,55,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3404",17904,10,15,1990,1,"DO","M",36,56,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3405",18208,1,11,1991,1,"DO","F",37,53,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3406",18459,3,13,1991,1,"DO","M",35,46,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3407",18633,4,21,1991,1,"DO","F",34,NA,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3408",18771,6,13,1991,1,"DO","M",36,56,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3409",18951,8,7,1991,1,"DO","M",36,58,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3410",19138,10,10,1991,1,"DO","M",36,59,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3411",19557,1,8,1992,1,"DO","M",37,58,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3412",19672,2,6,1992,1,"DO","M",36,NA,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3413",19894,4,4,1992,1,"DO","M",36,NA,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3414",20191,7,30,1992,1,"DO","M",36,58,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3415",20840,5,22,1993,1,"DO","M",37,50,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3416",22310,6,7,1995,1,"DO","F",37,55,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3417",23150,12,21,1995,1,"DO","M",36,54,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3418",23391,2,24,1996,1,"DO","M",35,47,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3419",23720,4,14,1996,1,"DO","M",34,37,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3420",24422,9,21,1996,1,"DO","M",37,41,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3421",24796,12,18,1996,1,"DO","M",35,36,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3422",24934,2,8,1997,1,"DO","F",36,47,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3423",25005,2,8,1997,1,"DO","M",36,49,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3424",25253,3,15,1997,1,"DO","M",35,54,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3425",25509,4,12,1997,1,"DO","F",35,55,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3426",25776,5,10,1997,1,"DO","F",35,50,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3427",26033,6,9,1997,1,"DO","F",35,47,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3428",26599,7,29,1997,1,"DO","F",34,47,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3429",27220,11,22,1997,1,"DO","M",36,52,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3430",27439,1,31,1998,1,"DO","F",34,46,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3431",27793,5,2,1998,1,"DO","M",36,30,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3432",28542,9,20,1998,1,"DO","F",33,53,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3433",28797,11,21,1998,1,"DO","M",37,58,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3434",29299,3,14,1999,1,"DO","F",36,63,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3435",30062,12,5,1999,1,"DO","F",36,69,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3436",30295,2,5,2000,1,"DO","M",35,59,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3437",30906,7,1,2000,1,"DO","F",36,53,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3438",31943,4,21,2001,1,"DO","F",37,68,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3439",32592,9,22,2001,1,"DO","M",37,58,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3440",33325,1,12,2002,1,"DO","M",35,29,"Dipodomys","ordii","Rodent","Spectab exclosure"
"3441",33736,4,16,2002,1,"DO","M",37,51,"Dipodomys","ordii","Rodent","Spectab exclosure"
